,point index,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue
1222,1323,French Restaurant,Bar,Asian Restaurant,Food,Food & Drink Shop,Bakery,Chinese Restaurant,Restaurant,Dessert Shop,Hotel
1223,1324,French Restaurant,Asian Restaurant,Hotel,Bar,Food & Drink Shop,Coffee Shop,Italian Restaurant,Food,Restaurant,
1224,1325,Food,French Restaurant,Bakery,Bar,Café,Italian Restaurant,Food & Drink Shop,Coffee Shop,Hotel,
1225,1326,Food,Hotel,Bakery,Bar,Food & Drink Shop,Café,Coffee Shop,Outdoors & Recreation,Italian Restaurant,French Restaurant
1226,1327,Hotel,Asian Restaurant,Bar,Bakery,French Restaurant,Food & Drink Shop,Food,Restaurant,Department Store,
1227,1328,French Restaurant,Bar,Restaurant,Food,Asian Restaurant,Creperie,Bakery,Breakfast Spot,Italian Restaurant,
1228,1329,Food,Bar,French Restaurant,Restaurant,Food & Drink Shop,Asian Restaurant,Coffee Shop,Breakfast Spot,Japanese Restaurant,
1229,1330,French Restaurant,Restaurant,Food & Drink Shop,Food,Bar,Italian Restaurant,Asian Restaurant,Coffee Shop,Japanese Restaurant,
1230,1331,Bar,French Restaurant,Food,Restaurant,Plaza,Outdoors & Recreation,Italian Restaurant,Food & Drink Shop,Café,
1231,1332,Food,Bar,French Restaurant,Asian Restaurant,Plaza,Outdoors & Recreation,Bakery,Italian Restaurant,Food & Drink Shop,Restaurant
1232,1333,Food,Asian Restaurant,Plaza,Athletics & Sports,Bar,Italian Restaurant,Hotel,Food & Drink Shop,Restaurant,Creperie
1233,1334,Hotel,Plaza,Athletics & Sports,Bakery,Food & Drink Shop,,,,,
1234,1335,Bakery,Hotel,,,,,,,,
1235,1336,Bakery,,,,,,,,,
1236,1337,French Restaurant,Bar,Breakfast Spot,Hotel,,,,,,
1237,1338,Breakfast Spot,Hotel,French Restaurant,,,,,,,
1238,1339,Food,,,,,,,,,
1239,1340,Plaza,Café,Food,,,,,,,
1240,1341,Chinese Restaurant,French Restaurant,Food,,,,,,,
1241,1342,Food & Drink Shop,Asian Restaurant,Bakery,Bar,Café,Hotel,French Restaurant,Food,,
1242,1343,Bar,French Restaurant,Food,Restaurant,Asian Restaurant,Hotel,Italian Restaurant,Creperie,,
1243,1344,Asian Restaurant,Restaurant,French Restaurant,Hotel,Bakery,Bar,Food,Food & Drink Shop,Shop & Service,Japanese Restaurant
1244,1345,Asian Restaurant,Outdoors & Recreation,Japanese Restaurant,French Restaurant,Food & Drink Shop,Food,,,,
1245,1346,Outdoors & Recreation,,,,,,,,,
1246,1347,Hotel,Asian Restaurant,Bar,Café,French Restaurant,,,,,
1247,1348,French Restaurant,Hotel,Café,Restaurant,Asian Restaurant,Bar,Japanese Restaurant,Italian Restaurant,,
1248,1349,Asian Restaurant,Food & Drink Shop,French Restaurant,Café,Italian Restaurant,Bakery,Bar,Coffee Shop,Restaurant,Food
1249,1350,Café,Restaurant,Food & Drink Shop,Shop & Service,French Restaurant,Bakery,Coffee Shop,Food,Dessert Shop,Japanese Restaurant
1250,1351,Bar,Creperie,Shop & Service,Bakery,Café,French Restaurant,Coffee Shop,Food,,
1251,1352,French Restaurant,Bar,Japanese Restaurant,Creperie,Dessert Shop,Bakery,Chinese Restaurant,Coffee Shop,Asian Restaurant,Italian Restaurant
1252,1353,French Restaurant,Bar,Italian Restaurant,Dessert Shop,Bakery,Chinese Restaurant,Asian Restaurant,Japanese Restaurant,Plaza,
1253,1354,Bar,Italian Restaurant,French Restaurant,Asian Restaurant,Hotel,Bakery,Café,Restaurant,Coffee Shop,
1254,1355,Bakery,Restaurant,Coffee Shop,Food & Drink Shop,Shop & Service,French Restaurant,Bar,Food,Dessert Shop,Hotel
1255,1356,Restaurant,Dessert Shop,French Restaurant,Bakery,Food & Drink Shop,Café,Shop & Service,Japanese Restaurant,Plaza,
1256,1357,French Restaurant,Dessert Shop,Restaurant,Bakery,Bar,Café,Coffee Shop,Shop & Service,Japanese Restaurant,Outdoors & Recreation
1257,1358,French Restaurant,Dessert Shop,Plaza,Outdoors & Recreation,Bakery,Food,,,,
1258,1359,French Restaurant,Plaza,Dessert Shop,Outdoors & Recreation,Bakery,Chinese Restaurant,Food,,,
1259,1360,French Restaurant,Shop & Service,Plaza,Bakery,Bar,Food,Café,Clothing Store,Dessert Shop,Outdoors & Recreation
1260,1361,Bar,French Restaurant,Food,Plaza,Outdoors & Recreation,Bakery,Food & Drink Shop,Clothing Store,,
1261,1362,Bar,Clothing Store,French Restaurant,Shop & Service,Breakfast Spot,Chinese Restaurant,Coffee Shop,Food,Food & Drink Shop,Dessert Shop
1262,1363,French Restaurant,Bar,Bakery,Food,Chinese Restaurant,Asian Restaurant,Coffee Shop,Plaza,Japanese Restaurant,Italian Restaurant
1263,1364,Bar,Dessert Shop,Food,Plaza,Japanese Restaurant,French Restaurant,Food & Drink Shop,Athletics & Sports,Bakery,Restaurant
1264,1365,Bar,Food,French Restaurant,Dessert Shop,Athletics & Sports,Bakery,Clothing Store,Restaurant,Food & Drink Shop,Asian Restaurant
1265,1366,Bar,Asian Restaurant,French Restaurant,Food,Restaurant,Coffee Shop,Athletics & Sports,Bakery,Italian Restaurant,Hotel
1266,1367,Bar,Restaurant,Asian Restaurant,Hotel,Food,Athletics & Sports,Nightlife Spot,Food & Drink Shop,,
1267,1368,Asian Restaurant,Athletics & Sports,Bar,Hotel,French Restaurant,Restaurant,Coffee Shop,Nightlife Spot,Food & Drink Shop,Food
1268,1369,French Restaurant,Hotel,Food,Asian Restaurant,Italian Restaurant,Coffee Shop,Bar,Restaurant,,
1269,1370,French Restaurant,Food,Asian Restaurant,Italian Restaurant,Plaza,Bakery,Japanese Restaurant,Restaurant,Chinese Restaurant,
1270,1371,French Restaurant,Asian Restaurant,Bakery,Japanese Restaurant,Hotel,Food,Restaurant,Outdoors & Recreation,Chinese Restaurant,
1271,1372,French Restaurant,Hotel,Food,Restaurant,Asian Restaurant,Bakery,Coffee Shop,,,
1272,1373,French Restaurant,Hotel,Bakery,Food,Asian Restaurant,,,,,
1273,1374,French Restaurant,Department Store,Bakery,Bar,Café,Hotel,Coffee Shop,,,
1274,1376,Bar,Restaurant,French Restaurant,Shop & Service,Hotel,Food,Food & Drink Shop,Asian Restaurant,Japanese Restaurant,Nightlife Spot
1275,1377,Bar,French Restaurant,Food & Drink Shop,Coffee Shop,Plaza,Nightlife Spot,Japanese Restaurant,Hotel,Food,Restaurant
1276,1378,Food & Drink Shop,Coffee Shop,Hotel,French Restaurant,Restaurant,,,,,
1277,1379,Bar,French Restaurant,Food,Food & Drink Shop,Restaurant,,,,,
1278,1380,Bar,Pharmacy,Outdoors & Recreation,Bakery,Food & Drink Shop,Food,,,,
1279,1381,Bar,Plaza,Pharmacy,Bakery,Food & Drink Shop,,,,,
1280,1385,Breakfast Spot,French Restaurant,,,,,,,,
1281,1386,Bakery,,,,,,,,,
1282,1387,Plaza,Chinese Restaurant,Food,,,,,,,
1283,1388,Plaza,Chinese Restaurant,,,,,,,,
1284,1389,Food,Bakery,Hotel,,,,,,,
1285,1390,Bar,French Restaurant,Restaurant,Asian Restaurant,Food,Bakery,Japanese Restaurant,Italian Restaurant,Creperie,
1286,1391,French Restaurant,Restaurant,Asian Restaurant,Bar,Food,Bakery,Café,Italian Restaurant,Hotel,Food & Drink Shop
1287,1392,Asian Restaurant,Café,Hotel,Bakery,Italian Restaurant,Food & Drink Shop,Restaurant,,,
1288,1393,Bar,Japanese Restaurant,Food,Asian Restaurant,Outdoors & Recreation,Italian Restaurant,Hotel,Food & Drink Shop,Restaurant,
1289,1394,French Restaurant,Restaurant,Asian Restaurant,Bakery,Bar,Hotel,Clothing Store,Food,,
1290,1395,French Restaurant,Asian Restaurant,Bakery,Bar,Japanese Restaurant,Italian Restaurant,Hotel,Food & Drink Shop,Café,Restaurant
1291,1396,French Restaurant,Asian Restaurant,Café,Italian Restaurant,Bar,Coffee Shop,Restaurant,Food & Drink Shop,Dessert Shop,Hotel
1292,1397,Café,Restaurant,Asian Restaurant,French Restaurant,Food & Drink Shop,Bakery,Bar,Coffee Shop,Food,Dessert Shop
1293,1398,French Restaurant,Shop & Service,Bakery,Bar,Café,Coffee Shop,Creperie,Food,Food & Drink Shop,Asian Restaurant
1294,1399,French Restaurant,Hotel,Dessert Shop,Restaurant,Chinese Restaurant,Creperie,Food,Food & Drink Shop,Asian Restaurant,Japanese Restaurant
1295,1400,French Restaurant,Bar,Bakery,Restaurant,Asian Restaurant,Café,Hotel,Food,,
1296,1401,French Restaurant,Hotel,Café,Bakery,Outdoors & Recreation,Bar,,,,
1297,1402,Bar,French Restaurant,Bakery,Restaurant,Shop & Service,Hotel,Café,Food,Dessert Shop,Italian Restaurant
1298,1403,Outdoors & Recreation,Restaurant,Shop & Service,Bakery,Bar,Japanese Restaurant,,,,
1299,1404,French Restaurant,Food,Creperie,Outdoors & Recreation,Restaurant,Dessert Shop,Plaza,Bakery,Hotel,Food & Drink Shop
1300,1405,French Restaurant,Food,Dessert Shop,Plaza,Bakery,Creperie,Restaurant,Food & Drink Shop,Shop & Service,Outdoors & Recreation
1301,1406,Shop & Service,Plaza,French Restaurant,Bakery,Bar,Clothing Store,Department Store,Restaurant,Food,Dessert Shop
1302,1407,Shop & Service,French Restaurant,Bakery,Bar,Clothing Store,Department Store,Restaurant,Food,Dessert Shop,Hotel
1303,1408,Bar,French Restaurant,Food,Shop & Service,Plaza,Bakery,Hotel,Food & Drink Shop,Restaurant,Clothing Store
1304,1409,Bar,Food,Food & Drink Shop,Shop & Service,French Restaurant,Athletics & Sports,Clothing Store,Coffee Shop,Dessert Shop,Plaza
1305,1410,French Restaurant,Bar,Chinese Restaurant,Coffee Shop,Restaurant,Shop & Service,Bakery,Food,Dessert Shop,Hotel
1306,1411,Bar,Japanese Restaurant,Italian Restaurant,Hotel,French Restaurant,Restaurant,Asian Restaurant,Chinese Restaurant,Plaza,Bakery
1307,1412,Bar,Hotel,Athletics & Sports,Outdoors & Recreation,Japanese Restaurant,Italian Restaurant,Food,Restaurant,Clothing Store,
1308,1413,Hotel,Food,Asian Restaurant,Bar,Clothing Store,French Restaurant,Shop & Service,,,
1309,1414,Asian Restaurant,Food,Bar,French Restaurant,Café,Shop & Service,,,,
1310,1415,Food,Bar,French Restaurant,Asian Restaurant,Hotel,Bakery,Café,Food & Drink Shop,Restaurant,
1311,1416,Bar,French Restaurant,Restaurant,Asian Restaurant,Food,Japanese Restaurant,Italian Restaurant,Hotel,,
1312,1417,Restaurant,Asian Restaurant,Bar,Japanese Restaurant,Italian Restaurant,Bakery,Hotel,French Restaurant,Food,
1313,1418,Hotel,French Restaurant,Japanese Restaurant,Asian Restaurant,Plaza,Bakery,Bar,Food,Restaurant,
1314,1419,French Restaurant,Food,Hotel,Plaza,Bakery,Bar,Japanese Restaurant,Italian Restaurant,,
1315,1420,French Restaurant,Hotel,,,,,,,,
1316,1421,Shop & Service,,,,,,,,,
1317,1422,Bar,Café,Hotel,French Restaurant,Food & Drink Shop,,,,,
1318,1423,Shop & Service,Bakery,Bar,French Restaurant,Restaurant,,,,,
1319,1424,Bar,French Restaurant,Shop & Service,Plaza,Bakery,Food & Drink Shop,Restaurant,,,
1320,1425,Bar,Café,,,,,,,,
1321,1426,Café,Food,,,,,,,,
1322,1427,Pharmacy,Bar,French Restaurant,Food,,,,,,
1323,1428,Plaza,Pharmacy,Bakery,Bar,French Restaurant,,,,,
1324,1429,Plaza,,,,,,,,,
1325,1430,Food & Drink Shop,,,,,,,,,
1326,1431,Athletics & Sports,Food & Drink Shop,,,,,,,,
1327,1432,Outdoors & Recreation,Hotel,,,,,,,,
1328,1433,Outdoors & Recreation,,,,,,,,,
1329,1434,Outdoors & Recreation,French Restaurant,,,,,,,,
1330,1435,Plaza,French Restaurant,,,,,,,,
1331,1436,Plaza,,,,,,,,,
1332,1437,Hotel,French Restaurant,Food & Drink Shop,Food,,,,,,
1333,1438,French Restaurant,Bakery,Food,Japanese Restaurant,Shop & Service,Athletics & Sports,Italian Restaurant,,,
1334,1439,Food,French Restaurant,Asian Restaurant,Hotel,Athletics & Sports,Bakery,Café,Department Store,Restaurant,Shop & Service
1335,1440,Hotel,Food,Italian Restaurant,Department Store,Dessert Shop,Bakery,Bar,Café,Restaurant,Asian Restaurant
1336,1441,Hotel,Japanese Restaurant,Italian Restaurant,Bar,French Restaurant,Asian Restaurant,Athletics & Sports,Bakery,Food & Drink Shop,Food
1337,1442,Japanese Restaurant,French Restaurant,Bar,Food,Asian Restaurant,Clothing Store,Athletics & Sports,Bakery,Italian Restaurant,Hotel
1338,1443,Asian Restaurant,French Restaurant,Italian Restaurant,Hotel,Bakery,Food & Drink Shop,Food,Chinese Restaurant,Clothing Store,
1339,1444,Asian Restaurant,Hotel,French Restaurant,Bakery,Bar,Italian Restaurant,Food & Drink Shop,Food,Chinese Restaurant,
1340,1445,French Restaurant,Bakery,Food,Restaurant,,,,,,
1341,1446,Shop & Service,Food,Restaurant,Asian Restaurant,,,,,,
1342,1447,Hotel,Italian Restaurant,Shop & Service,Bakery,Bar,Breakfast Spot,Food,Coffee Shop,,
1343,1448,French Restaurant,Bar,Italian Restaurant,Hotel,Coffee Shop,Plaza,Breakfast Spot,Food,Restaurant,
1344,1449,French Restaurant,Bar,Plaza,Café,,,,,,
1345,1450,French Restaurant,Bar,Café,Food,Restaurant,Plaza,Bakery,Japanese Restaurant,Italian Restaurant,
1346,1451,French Restaurant,Food,Dessert Shop,Bar,Japanese Restaurant,Italian Restaurant,Bakery,Restaurant,Food & Drink Shop,Shop & Service
1347,1452,French Restaurant,Dessert Shop,Creperie,Outdoors & Recreation,Hotel,Food,Food & Drink Shop,Shop & Service,Italian Restaurant,Japanese Restaurant
1348,1453,French Restaurant,Creperie,Shop & Service,Plaza,Food,Coffee Shop,Outdoors & Recreation,Bar,Hotel,Food & Drink Shop
1349,1454,Dessert Shop,French Restaurant,Shop & Service,Department Store,Italian Restaurant,Hotel,Plaza,Food & Drink Shop,Bar,Restaurant
1350,1455,Dessert Shop,Shop & Service,Bar,French Restaurant,Restaurant,Department Store,Nightlife Spot,Café,Food,Clothing Store
1351,1456,Shop & Service,Bar,Restaurant,Food,French Restaurant,Food & Drink Shop,Bakery,Café,Clothing Store,Coffee Shop
1352,1457,Bakery,Restaurant,French Restaurant,Food,Food & Drink Shop,Shop & Service,Athletics & Sports,Coffee Shop,Dessert Shop,Italian Restaurant
1353,1458,French Restaurant,Asian Restaurant,Bar,Restaurant,Chinese Restaurant,Coffee Shop,Food,Food & Drink Shop,Shop & Service,Japanese Restaurant
1354,1459,Bar,Asian Restaurant,French Restaurant,Restaurant,Chinese Restaurant,Coffee Shop,Bakery,Japanese Restaurant,Italian Restaurant,Hotel
1355,1460,Hotel,Bar,Food,Restaurant,Outdoors & Recreation,Italian Restaurant,French Restaurant,,,
1356,1461,Restaurant,Hotel,Bar,Food,Asian Restaurant,French Restaurant,Shop & Service,Nightlife Spot,,
1357,1462,Food,Bar,Restaurant,Shop & Service,Hotel,Café,Coffee Shop,Food & Drink Shop,Asian Restaurant,Italian Restaurant
1358,1463,Food,Food & Drink Shop,Bakery,Bar,Breakfast Spot,Café,Italian Restaurant,French Restaurant,Restaurant,
1359,1464,Food,Restaurant,Bar,Asian Restaurant,Bakery,Breakfast Spot,Hotel,French Restaurant,Food & Drink Shop,
1360,1465,Restaurant,Bar,Hotel,French Restaurant,Food & Drink Shop,Food,,,,
1361,1466,Hotel,French Restaurant,Food & Drink Shop,Bar,Japanese Restaurant,Restaurant,,,,
1362,1467,French Restaurant,Hotel,Food,Dessert Shop,Bar,Japanese Restaurant,Italian Restaurant,Food & Drink Shop,Restaurant,Coffee Shop
1363,1468,French Restaurant,Hotel,Restaurant,,,,,,,
1364,1469,Shop & Service,Bakery,Hotel,French Restaurant,Food,Coffee Shop,,,,
1365,1470,Bakery,Bar,Hotel,,,,,,,
1366,1471,Shop & Service,Bakery,Bar,Café,French Restaurant,Food & Drink Shop,Food,,,
1367,1472,Bar,French Restaurant,Shop & Service,Bakery,Food & Drink Shop,Food,,,,
1368,1473,Food,Bar,Café,Coffee Shop,,,,,,
1369,1474,Café,Coffee Shop,Food,,,,,,,
1370,1475,French Restaurant,,,,,,,,,
1371,1476,French Restaurant,,,,,,,,,
1372,1478,Plaza,Restaurant,,,,,,,,
1373,1479,Athletics & Sports,Food & Drink Shop,Restaurant,,,,,,,
1374,1480,Hotel,,,,,,,,,
1375,1481,Plaza,Outdoors & Recreation,Nightlife Spot,,,,,,,
1376,1482,Asian Restaurant,Outdoors & Recreation,,,,,,,,
1377,1483,Outdoors & Recreation,Chinese Restaurant,French Restaurant,Food & Drink Shop,,,,,,
1378,1484,Food & Drink Shop,Bakery,French Restaurant,,,,,,,
1379,1485,Asian Restaurant,French Restaurant,Chinese Restaurant,Food,Food & Drink Shop,Bakery,Café,Shop & Service,Japanese Restaurant,
1380,1486,Asian Restaurant,Shop & Service,Athletics & Sports,Bakery,Japanese Restaurant,Italian Restaurant,Hotel,French Restaurant,Food,
1381,1487,Asian Restaurant,Food,Department Store,Italian Restaurant,Bakery,Café,Hotel,Shop & Service,,
1382,1488,Asian Restaurant,Hotel,Creperie,Dessert Shop,,,,,,
1383,1489,Hotel,Dessert Shop,Creperie,Athletics & Sports,Japanese Restaurant,Italian Restaurant,French Restaurant,,,
1384,1490,Hotel,Athletics & Sports,Bakery,Bar,,,,,,
1385,1491,Bar,Hotel,Food & Drink Shop,Food,,,,,,
1386,1492,Hotel,French Restaurant,Asian Restaurant,Bakery,Bar,Chinese Restaurant,Food,,,
1387,1493,French Restaurant,Athletics & Sports,Bakery,Bar,,,,,,
1388,1494,Shop & Service,Bakery,Food,Restaurant,,,,,,
1389,1495,Italian Restaurant,Bar,Hotel,French Restaurant,,,,,,
1390,1496,Plaza,Breakfast Spot,French Restaurant,Food,Coffee Shop,,,,,
1391,1497,Food,Restaurant,,,,,,,,
1392,1498,Café,French Restaurant,Restaurant,Plaza,Food,,,,,
1393,1499,French Restaurant,Dessert Shop,Café,Outdoors & Recreation,Japanese Restaurant,Hotel,Food,,,
1394,1500,French Restaurant,Dessert Shop,Italian Restaurant,Bar,Food,Food & Drink Shop,Hotel,Shop & Service,,
1395,1501,French Restaurant,Shop & Service,Bar,Coffee Shop,Bakery,Clothing Store,Restaurant,Food & Drink Shop,Dessert Shop,Italian Restaurant
1396,1502,Dessert Shop,Restaurant,Food,Hotel,Bar,Café,Coffee Shop,French Restaurant,Shop & Service,Italian Restaurant
1397,1503,Dessert Shop,French Restaurant,Restaurant,Food,Food & Drink Shop,Shop & Service,Hotel,Bar,Café,
1398,1504,Food & Drink Shop,Shop & Service,French Restaurant,Clothing Store,Dessert Shop,Nightlife Spot,Italian Restaurant,Bakery,Bar,Food
1399,1505,Bakery,Restaurant,Food & Drink Shop,Coffee Shop,Nightlife Spot,Italian Restaurant,Café,Food,,
1400,1506,Café,French Restaurant,Restaurant,Food,Shop & Service,Bar,Chinese Restaurant,Coffee Shop,Food & Drink Shop,Asian Restaurant
1401,1507,Asian Restaurant,French Restaurant,Chinese Restaurant,Bar,Café,Food,Bakery,Japanese Restaurant,Italian Restaurant,Hotel
1402,1508,French Restaurant,Restaurant,Bakery,Italian Restaurant,Asian Restaurant,Bar,Chinese Restaurant,Food,,
1403,1509,Restaurant,Bar,French Restaurant,Food,Bakery,Italian Restaurant,Hotel,,,
1404,1510,Restaurant,Bar,Food,Coffee Shop,Italian Restaurant,Hotel,French Restaurant,Food & Drink Shop,,
1405,1511,Food,Bar,French Restaurant,Bakery,Japanese Restaurant,Food & Drink Shop,Coffee Shop,,,
1406,1512,Bar,Food,Restaurant,Bakery,Japanese Restaurant,Café,Hotel,Coffee Shop,,
1407,1513,Hotel,French Restaurant,Food,Restaurant,Asian Restaurant,Coffee Shop,Bakery,Bar,Café,Food & Drink Shop
1408,1514,Hotel,French Restaurant,Food & Drink Shop,Coffee Shop,Asian Restaurant,Bakery,Bar,Japanese Restaurant,Café,Food
1409,1515,Hotel,French Restaurant,Coffee Shop,Japanese Restaurant,Café,Food,Restaurant,,,
1410,1516,Hotel,French Restaurant,Shop & Service,Bakery,Coffee Shop,Food,Food & Drink Shop,Dessert Shop,,
1411,1517,Shop & Service,Bakery,Hotel,Food & Drink Shop,,,,,,
1412,1518,Plaza,Bakery,Café,Hotel,Food & Drink Shop,,,,,
1413,1519,Café,Hotel,Food & Drink Shop,Food,Restaurant,,,,,
1414,1520,Hotel,French Restaurant,Food & Drink Shop,Food,Restaurant,,,,,
1415,1521,Food,Japanese Restaurant,Coffee Shop,,,,,,,
1416,1522,Coffee Shop,Food,,,,,,,,
1417,1523,Bar,,,,,,,,,
1418,1524,Athletics & Sports,French Restaurant,,,,,,,,
1419,1525,Pharmacy,Food & Drink Shop,Restaurant,,,,,,,
1420,1526,Plaza,Pharmacy,Athletics & Sports,Food & Drink Shop,,,,,,
1421,1527,Clothing Store,French Restaurant,,,,,,,,
1422,1528,Italian Restaurant,Hotel,Plaza,,,,,,,
1423,1529,Food & Drink Shop,Asian Restaurant,Plaza,Nightlife Spot,Hotel,,,,,
1424,1530,Asian Restaurant,Nightlife Spot,,,,,,,,
1425,1531,Asian Restaurant,Chinese Restaurant,Food & Drink Shop,Athletics & Sports,,,,,,
1426,1532,Asian Restaurant,Chinese Restaurant,Athletics & Sports,Bakery,Food & Drink Shop,Food,,,,
1427,1533,Asian Restaurant,Chinese Restaurant,French Restaurant,Food,Food & Drink Shop,Shop & Service,,,,
1428,1534,Asian Restaurant,Chinese Restaurant,Outdoors & Recreation,Café,French Restaurant,Food,,,,
1429,1535,Asian Restaurant,Outdoors & Recreation,,,,,,,,
1430,1536,Chinese Restaurant,Hotel,Creperie,,,,,,,
1431,1537,Hotel,Creperie,Plaza,French Restaurant,Chinese Restaurant,,,,,
1432,1538,Plaza,Bakery,Hotel,Food & Drink Shop,,,,,,
1433,1539,Bar,Bakery,Chinese Restaurant,Hotel,Food & Drink Shop,,,,,
1434,1540,Bar,Food & Drink Shop,Shop & Service,Athletics & Sports,Chinese Restaurant,Hotel,French Restaurant,,,
1435,1541,Athletics & Sports,Italian Restaurant,,,,,,,,
1436,1544,Plaza,,,,,,,,,
1437,1545,Plaza,,,,,,,,,
1438,1546,Outdoors & Recreation,Restaurant,,,,,,,,
1439,1547,Outdoors & Recreation,Food,,,,,,,,
1440,1548,Asian Restaurant,Plaza,French Restaurant,Food,Restaurant,,,,,
1441,1549,Asian Restaurant,French Restaurant,Plaza,Bar,Hotel,Restaurant,Clothing Store,Bakery,Italian Restaurant,Food & Drink Shop
1442,1550,Asian Restaurant,Hotel,Clothing Store,Restaurant,Food,Dessert Shop,Plaza,French Restaurant,Bakery,Bar
1443,1551,French Restaurant,Clothing Store,Food,Shop & Service,Restaurant,Food & Drink Shop,Bakery,Dessert Shop,,
1444,1552,Food,Clothing Store,Shop & Service,Bar,Food & Drink Shop,Creperie,,,,
1445,1553,Food,Restaurant,Creperie,Japanese Restaurant,Clothing Store,Food & Drink Shop,,,,
1446,1554,Food,Restaurant,Food & Drink Shop,Bar,Café,Clothing Store,Shop & Service,French Restaurant,Dessert Shop,Hotel
1447,1555,Food,Hotel,French Restaurant,Shop & Service,Bar,Café,Clothing Store,Food & Drink Shop,Dessert Shop,Italian Restaurant
1448,1556,French Restaurant,Bar,Restaurant,Food,Food & Drink Shop,Italian Restaurant,Shop & Service,Bakery,Asian Restaurant,Japanese Restaurant
1449,1557,Bar,French Restaurant,Restaurant,Coffee Shop,Shop & Service,Japanese Restaurant,Italian Restaurant,Hotel,Food & Drink Shop,Food
1450,1558,French Restaurant,Coffee Shop,Bar,Hotel,Food & Drink Shop,Restaurant,Shop & Service,Athletics & Sports,Breakfast Spot,Café
1451,1559,Food,Asian Restaurant,Breakfast Spot,Coffee Shop,Restaurant,French Restaurant,Food & Drink Shop,Athletics & Sports,Bakery,Bar
1452,1560,French Restaurant,Food,Bakery,Bar,Café,Creperie,Breakfast Spot,Japanese Restaurant,Chinese Restaurant,Coffee Shop
1453,1561,Food,French Restaurant,Café,Coffee Shop,Shop & Service,Creperie,Bakery,Hotel,Department Store,
1454,1562,Food,Coffee Shop,Shop & Service,Bakery,Bar,Café,Hotel,French Restaurant,Restaurant,Department Store
1455,1563,Hotel,Italian Restaurant,Bar,Japanese Restaurant,Café,,,,,
1456,1564,Hotel,Italian Restaurant,Restaurant,,,,,,,
1457,1565,Hotel,Shop & Service,Bakery,Food & Drink Shop,Coffee Shop,,,,,
1458,1566,Food & Drink Shop,Shop & Service,Plaza,Pharmacy,Hotel,Coffee Shop,,,,
1459,1567,Hotel,Plaza,Pharmacy,French Restaurant,Food & Drink Shop,Restaurant,,,,
1460,1568,Hotel,French Restaurant,Food & Drink Shop,Food,Restaurant,,,,,
1461,1569,Asian Restaurant,Food & Drink Shop,Chinese Restaurant,Plaza,Bakery,Bar,Japanese Restaurant,French Restaurant,,
1462,1570,Asian Restaurant,Food & Drink Shop,Chinese Restaurant,Plaza,Bakery,Bar,Japanese Restaurant,French Restaurant,,
1463,1571,Bar,,,,,,,,,
1464,1572,French Restaurant,Restaurant,,,,,,,,
1465,1573,Plaza,Pharmacy,Food & Drink Shop,Restaurant,,,,,,
1466,1574,Plaza,Pharmacy,Athletics & Sports,Food & Drink Shop,,,,,,
1467,1575,Hotel,Athletics & Sports,French Restaurant,Clothing Store,Restaurant,,,,,
1468,1576,Bar,Hotel,French Restaurant,,,,,,,
1469,1577,Asian Restaurant,Food & Drink Shop,Plaza,Café,Chinese Restaurant,,,,,
1470,1578,Chinese Restaurant,Asian Restaurant,Food & Drink Shop,Plaza,Café,,,,,
1471,1579,Asian Restaurant,Chinese Restaurant,Athletics & Sports,Dessert Shop,,,,,,
1472,1580,Asian Restaurant,Food & Drink Shop,Chinese Restaurant,Athletics & Sports,Dessert Shop,,,,,
1473,1581,Asian Restaurant,Chinese Restaurant,Outdoors & Recreation,French Restaurant,Food & Drink Shop,Food,,,,
1474,1582,Outdoors & Recreation,Asian Restaurant,French Restaurant,,,,,,,
1475,1583,Chinese Restaurant,,,,,,,,,
1476,1584,Chinese Restaurant,Food & Drink Shop,,,,,,,,
1477,1585,Food & Drink Shop,Plaza,Japanese Restaurant,French Restaurant,Chinese Restaurant,,,,,
1478,1586,Japanese Restaurant,,,,,,,,,
1479,1587,Bakery,Hotel,,,,,,,,
1480,1588,Shop & Service,Chinese Restaurant,Hotel,French Restaurant,Food & Drink Shop,,,,,
1481,1589,French Restaurant,Shop & Service,Italian Restaurant,Hotel,Asian Restaurant,,,,,
1482,1590,French Restaurant,Asian Restaurant,Bar,Japanese Restaurant,Italian Restaurant,Hotel,,,,
1483,1591,French Restaurant,Asian Restaurant,Plaza,Bar,Japanese Restaurant,Hotel,,,,
1484,1592,Plaza,,,,,,,,,
1485,1593,Plaza,,,,,,,,,
1486,1594,Restaurant,,,,,,,,,
1487,1595,Athletics & Sports,,,,,,,,,
1488,1596,French Restaurant,Japanese Restaurant,Food,Asian Restaurant,Plaza,Athletics & Sports,Bar,Italian Restaurant,Hotel,Restaurant
1489,1597,French Restaurant,Restaurant,Hotel,Plaza,Italian Restaurant,Food,Asian Restaurant,Bakery,Bar,Food & Drink Shop
1490,1598,Dessert Shop,Hotel,French Restaurant,Clothing Store,Restaurant,Food,Asian Restaurant,Plaza,Italian Restaurant,Shop & Service
1491,1599,Clothing Store,Shop & Service,French Restaurant,Bar,Dessert Shop,Creperie,Bakery,Outdoors & Recreation,Food,Restaurant
1492,1600,Bar,Creperie,Food,,,,,,,
